# stacked metamaterial geometry 
# f [Hz], L [0.001 m]
# Unitcell size lx, ly, lz = 23, 23, 149.896 at center position x = 0 y = 0 z = 0
# Definition of material properties: 
#name = FR4,type = const,Epsilon = 4.1,tand = 0.015,f0 = 10000000000,
#name = copper,type = const,Kappa = 56000000,
#name = copperRings,EpsilonPlasmaFrequency = 250000000000000,EpsilonRelaxTime = 1.6e-13,Kappa = 56000000,type = const,
#name = air,type = const,Epsilon = 1,
## layer number 1:
# rect patch made of copper lx, ly, lz = 23, 23, 0.5 at center position x = 0 y = 0 z = -0.25
# layer number 2:
# rect patch made of FR4 lx, ly, lz = 23, 23, 2 at center position x = 0 y = 0 z = -1.5
# layer number 3:
# circular rings made of copperRings at center position x = 0 y = 0 z = -2.525
# radius R1, R2=9.8, 5.1 ringwidths w1, w2=1.5, 0.5, background material air
# Re/Im parts of the scattering parameters S11 (refl.) and S21 (transm.) as a function of frequency 
# first column is frequency, second and third columns are Re/Im of S11 and S21, respectively.
# Parameters of Metamaterial are: 
1000000000.000000, -0.352878, -0.930365, -0.000000, 0.000000 
1010005265.929437, -0.397916, -0.911774, -0.000000, 0.000000 
1020010531.858873, -0.442408, -0.891611, -0.000000, 0.000000 
1030015797.788310, -0.486517, -0.869626, 0.000000, 0.000000 
1040021063.717746, -0.530245, -0.845492, 0.000000, 0.000000 
1050026329.647183, -0.573415, -0.818882, 0.000000, 0.000000 
1060031595.576619, -0.615688, -0.789549, 0.000000, 0.000000 
1070036861.506056, -0.656622, -0.757394, 0.000000, -0.000000 
1080042127.435492, -0.695742, -0.722492, 0.000000, -0.000000 
1090047393.364929, -0.732626, -0.685085, 0.000000, -0.000000 
1100052659.294365, -0.766962, -0.645540, 0.000000, -0.000000 
1110057925.223802, -0.798596, -0.604285, -0.000000, -0.000000 
1120063191.153239, -0.827523, -0.561736, -0.000000, -0.000000 
1130068457.082675, -0.853869, -0.518236, -0.000000, -0.000000 
1140073723.012112, -0.877836, -0.474017, -0.000000, 0.000000 
1150078988.941548, -0.899645, -0.429181, -0.000000, 0.000000 
1160084254.870985, -0.919481, -0.383716, -0.000000, 0.000000 
1170089520.800421, -0.937449, -0.337526, -0.000000, 0.000000 
1180094786.729858, -0.953549, -0.290479, 0.000000, 0.000000 
1190100052.659294, -0.967671, -0.242458, 0.000000, 0.000000 
1200105318.588731, -0.979622, -0.193411, 0.000000, 0.000000 
1210110584.518167, -0.989156, -0.143376, 0.000000, 0.000000 
1220115850.447604, -0.996027, -0.092500, 0.000000, -0.000000 
1230121116.377041, -1.000037, -0.041022, 0.000000, -0.000000 
1240126382.306477, -1.001064, 0.010758, 0.000000, -0.000000 
1250131648.235914, -0.999083, 0.062515, 0.000000, -0.000000 
1260136914.165350, -0.994157, 0.113946, -0.000000, -0.000000 
1270142180.094787, -0.986420, 0.164798, -0.000000, -0.000000 
1280147446.024223, -0.976041, 0.214890, -0.000000, -0.000000 
1290152711.953660, -0.963193, 0.264108, -0.000000, 0.000000 
1300157977.883096, -0.948026, 0.312400, -0.000000, 0.000000 
1310163243.812533, -0.930647, 0.359750, -0.000000, 0.000000 
1320168509.741970, -0.911115, 0.406154, -0.000000, 0.000000 
1330173775.671406, -0.889442, 0.451597, 0.000000, 0.000000 
1340179041.600842, -0.865613, 0.496035, 0.000000, 0.000000 
1350184307.530279, -0.839598, 0.539384, 0.000000, 0.000000 
1360189573.459716, -0.811380, 0.581523, 0.000000, -0.000000 
1370194839.389152, -0.780965, 0.622302, 0.000000, -0.000000 
1380200105.318589, -0.748393, 0.661556, 0.000000, -0.000000 
1390205371.248025, -0.713738, 0.699124, 0.000000, -0.000000 
1400210637.177462, -0.677104, 0.734858, -0.000000, -0.000000 
1410215903.106898, -0.638614, 0.768631, -0.000000, -0.000000 
1420221169.036335, -0.598397, 0.800339, -0.000000, -0.000000 
1430226434.965771, -0.556585, 0.829894, -0.000000, -0.000000 
1440231700.895208, -0.513304, 0.857221, -0.000000, 0.000000 
1450236966.824645, -0.468680, 0.882250, -0.000000, 0.000000 
1460242232.754081, -0.422841, 0.904917, -0.000000, 0.000000 
1470247498.683518, -0.375920, 0.925159, -0.000000, 0.000000 
1480252764.612954, -0.328060, 0.942923, 0.000000, 0.000000 
1490258030.542391, -0.279412, 0.958171, 0.000000, 0.000000 
1500263296.471827, -0.230131, 0.970886, 0.000000, 0.000000 
1510268562.401264, -0.180363, 0.981070, 0.000000, -0.000000 
1520273828.330700, -0.130242, 0.988747, 0.000000, -0.000000 
1530279094.260137, -0.079877, 0.993948, 0.000000, -0.000000 
1540284360.189574, -0.029355, 0.996706, 0.000000, -0.000000 
1550289626.119010, 0.021262, 0.997034, -0.000000, -0.000000 
1560294892.048447, 0.071918, 0.994923, -0.000000, -0.000000 
1570300157.977883, 0.122553, 0.990332, -0.000000, -0.000000 
1580305423.907320, 0.173087, 0.983197, -0.000000, -0.000000 
1590310689.836756, 0.223400, 0.973436, -0.000000, 0.000000 
1600315955.766193, 0.273330, 0.960975, -0.000000, 0.000000 
1610321221.695629, 0.322669, 0.945762, -0.000000, 0.000000 
1620326487.625066, 0.371178, 0.927791, 0.000000, 0.000000 
1630331753.554502, 0.418603, 0.907118, 0.000000, 0.000000 
1640337019.483939, 0.464704, 0.883860, 0.000000, 0.000000 
1650342285.413375, 0.509281, 0.858195, 0.000000, 0.000000 
1660347551.342812, 0.552195, 0.830331, 0.000000, -0.000000 
1670352817.272249, 0.593380, 0.800487, 0.000000, -0.000000 
1680358083.201685, 0.632837, 0.768854, 0.000000, -0.000000 
