0.000000, 16.790341 
1.000000, 11.234215 
2.000000, 3.078891 
3.000000, 0.484933 
4.000000, 0.650499 
5.000000, 0.131198 
6.000000, 0.063383 
7.000000, 0.186662 
8.000000, 0.014287 
9.000000, 0.224209 
10.000000, 0.274243 
11.000000, 0.024068 
12.000000, 0.024312 
13.000000, 0.032288 
14.000000, 0.013259 
15.000000, 0.034681 
16.000000, 0.003886 
17.000000, 0.017339 
18.000000, 0.027208 
19.000000, 0.012589 
20.000000, 0.042145 
21.000000, 0.020123 
22.000000, 0.003082 
23.000000, 0.028172 
24.000000, 0.016530 
25.000000, 0.008919 
26.000000, 0.007812 
27.000000, 0.000159 
28.000000, 0.006863 
29.000000, 0.005137 
30.000000, 0.012495 
31.000000, 0.022977 
32.000000, 0.004643 
33.000000, 0.004521 
34.000000, 0.009783 
35.000000, 0.002662 
36.000000, 0.006838 
37.000000, 0.006398 
38.000000, 0.001398 
39.000000, 0.001566 
40.000000, 0.000016 
41.000000, 0.003282 
42.000000, 0.004972 
43.000000, 0.003695 
44.000000, 0.012123 
45.000000, 0.013236 
46.000000, 0.004828 
47.000000, 0.006246 
48.000000, 0.005960 
49.000000, 0.000745 
50.000000, 0.000822 
51.000000, 0.000603 
52.000000, 0.000506 
53.000000, 0.002502 
54.000000, 0.001785 
55.000000, 0.002036 
56.000000, 0.003472 
57.000000, 0.002158 
58.000000, 0.001313 
59.000000, 0.002203 
60.000000, 0.001972 
61.000000, 0.000594 
62.000000, 0.001093 
63.000000, 0.001696 
64.000000, 0.000767 
65.000000, 0.000263 
66.000000, 0.000638 
67.000000, 0.000520 
68.000000, 0.000104 
69.000000, 0.000052 
70.000000, 0.000415 
71.000000, 0.000355 
72.000000, 0.000041 
73.000000, 0.000036 
74.000000, 0.000231 
75.000000, 0.000370 
76.000000, 0.000055 
77.000000, 0.000101 
78.000000, 0.000289 
79.000000, 0.000286 
80.000000, 0.000073 
81.000000, 0.000161 
82.000000, 0.000698 
83.000000, 0.000226 
84.000000, 0.000127 
85.000000, 0.000487 
86.000000, 0.000519 
87.000000, 0.000009 
88.000000, 0.000494 
89.000000, 0.000465 
90.000000, 0.000289 
91.000000, 0.000281 
92.000000, 0.000360 
93.000000, 0.001173 
94.000000, 0.000747 
95.000000, 0.000031 
96.000000, 0.000677 
97.000000, 0.000649 
98.000000, 0.000058 
99.000000, 0.000047 
100.000000, 0.000009 
101.000000, 0.000429 
102.000000, 0.000769 
103.000000, 0.000264 
104.000000, 0.001181 
105.000000, 0.001279 
106.000000, 0.000894 
107.000000, 0.002098 
108.000000, 0.000277 
109.000000, 0.000342 
110.000000, 0.000784 
111.000000, 0.000214 
112.000000, 0.000136 
113.000000, 0.000085 
114.000000, 0.001292 
115.000000, 0.004382 
116.000000, 0.002676 
117.000000, 0.003700 
