118.000000, 0.002754 
119.000000, 0.000063 
120.000000, 0.002648 
121.000000, 0.002988 
122.000000, 0.000338 
123.000000, 0.000971 
124.000000, 0.000858 
125.000000, 0.011322 
126.000000, 0.013185 
127.000000, 0.015863 
128.000000, 0.046786 
129.000000, 0.044926 
130.000000, 0.029680 
131.000000, 0.078130 
132.000000, 0.072000 
133.000000, 0.014947 
134.000000, 0.261738 
135.000000, 0.687935 
136.000000, 0.526976 
137.000000, 0.088393 
138.000000, 0.020174 
139.000000, 0.051185 
140.000000, 0.018746 
141.000000, 0.011318 
142.000000, 0.039580 
143.000000, 0.012715 
144.000000, 0.006018 
145.000000, 0.008031 
146.000000, 0.005226 
147.000000, 0.002535 
148.000000, 0.005533 
149.000000, 0.009114 
150.000000, 0.002937 
151.000000, 0.002276 
152.000000, 0.004625 
153.000000, 0.002181 
154.000000, 0.000269 
155.000000, 0.001276 
156.000000, 0.001726 
157.000000, 0.000743 
158.000000, 0.000401 
159.000000, 0.000965 
160.000000, 0.000990 
161.000000, 0.000392 
162.000000, 0.000178 
163.000000, 0.000662 
164.000000, 0.001072 
165.000000, 0.000233 
166.000000, 0.000286 
167.000000, 0.000704 
168.000000, 0.000534 
169.000000, 0.000084 
170.000000, 0.000528 
171.000000, 0.001886 
172.000000, 0.000896 
173.000000, 0.000319 
174.000000, 0.000251 
175.000000, 0.000074 
176.000000, 0.000871 
177.000000, 0.001667 
178.000000, 0.001187 
179.000000, 0.002485 
180.000000, 0.003657 
181.000000, 0.002677 
182.000000, 0.004445 
183.000000, 0.003651 
184.000000, 0.001111 
185.000000, 0.000541 
186.000000, 0.000497 
187.000000, 0.000328 
188.000000, 0.000898 
189.000000, 0.000139 
190.000000, 0.000708 
191.000000, 0.001033 
192.000000, 0.000231 
193.000000, 0.000214 
194.000000, 0.000126 
195.000000, 0.000380 
196.000000, 0.001176 
197.000000, 0.000608 
198.000000, 0.000025 
199.000000, 0.000257 
200.000000, 0.000198 
201.000000, 0.000742 
202.000000, 0.000612 
203.000000, 0.000008 
204.000000, 0.000199 
205.000000, 0.000093 
206.000000, 0.000604 
207.000000, 0.000865 
208.000000, 0.000107 
209.000000, 0.000233 
210.000000, 0.000158 
211.000000, 0.000141 
212.000000, 0.000467 
213.000000, 0.000122 
214.000000, 0.000107 
215.000000, 0.000193 
216.000000, 0.000029 
217.000000, 0.000467 
218.000000, 0.000255 
219.000000, 0.000214 
220.000000, 0.000840 
221.000000, 0.000448 
222.000000, 0.000009 
223.000000, 0.000184 
224.000000, 0.000023 
225.000000, 0.000093 
226.000000, 0.000138 
227.000000, 0.000016 
228.000000, 0.000292 
229.000000, 0.000226 
230.000000, 0.000007 
231.000000, 0.000109 
232.000000, 0.000210 
233.000000, 0.000212 
234.000000, 0.000035 
235.000000, 0.000167 
236.000000, 0.000482 
237.000000, 0.000113 
238.000000, 0.000172 
239.000000, 0.000406 
240.000000, 0.000072 
241.000000, 0.000239 
242.000000, 0.000294 
243.000000, 0.000097 
244.000000, 0.000379 
245.000000, 0.000325 
246.000000, 0.000102 
247.000000, 0.000308 
248.000000, 0.000465 
249.000000, 0.000178 
250.000000, 0.000222 
251.000000, 0.000600 
252.000000, 0.000338 
253.000000, 0.000135 
254.000000, 0.000450 
255.000000, 0.000475 
256.000000, 0.000146 
257.000000, 0.000234 
258.000000, 0.000384 
259.000000, 0.000309 
260.000000, 0.000226 
261.000000, 0.000392 
262.000000, 0.000758 
263.000000, 0.000531 
264.000000, 0.000499 
265.000000, 0.000695 
266.000000, 0.000746 
267.000000, 0.000609 
268.000000, 0.000532 
269.000000, 0.000481 
270.000000, 0.000343 
271.000000, 0.000309 
272.000000, 0.000177 
273.000000, 0.000058 
274.000000, 0.000074 
275.000000, 0.000243 
276.000000, 0.000271 
277.000000, 0.000362 
278.000000, 0.000667 
279.000000, 0.001239 
280.000000, 0.001685 
281.000000, 0.001957 
282.000000, 0.001681 
283.000000, 0.001608 
284.000000, 0.001581 
285.000000, 0.001310 
286.000000, 0.000740 
287.000000, 0.000351 
288.000000, 0.000156 
289.000000, 0.000236 
290.000000, 0.000603 
291.000000, 0.001291 
292.000000, 0.001614 
293.000000, 0.001533 
294.000000, 0.003623 
295.000000, 0.004750 
296.000000, 0.002879 
297.000000, 0.001290 
298.000000, 0.001132 
299.000000, 0.001070 
300.000000, 0.001204 
301.000000, 0.002184 
302.000000, 0.003822 
303.000000, 0.002291 
304.000000, 0.003688 
305.000000, 0.014888 
306.000000, 0.017134 
307.000000, 0.019423 
308.000000, 0.027310 
309.000000, 0.038750 
310.000000, 0.021706 
311.000000, 0.104089 
312.000000, 0.088539 
313.000000, 0.017819 
314.000000, 0.046776 
315.000000, 0.179582 
316.000000, 0.093282 
317.000000, 0.014063 
318.000000, 0.084521 
319.000000, 0.117087 
320.000000, 0.045066 
321.000000, 0.042185 
322.000000, 0.098807 
323.000000, 0.037462 
324.000000, 0.019241 
325.000000, 0.004213 
326.000000, 0.032802 
327.000000, 0.022482 
328.000000, 0.006319 
329.000000, 0.007847 
330.000000, 0.008476 
331.000000, 0.010672 
332.000000, 0.008943 
333.000000, 0.005234 
334.000000, 0.028018 
335.000000, 0.017811 
336.000000, 0.003043 
337.000000, 0.012712 
338.000000, 0.003144 
339.000000, 0.003723 
340.000000, 0.002035 
341.000000, 0.013224 
342.000000, 0.025395 
343.000000, 0.005372 
344.000000, 0.005216 
345.000000, 0.023750 
346.000000, 0.023187 
347.000000, 0.004119 
348.000000, 0.004928 
349.000000, 0.140437 
350.000000, 0.161203 
351.000000, 0.216312 
352.000000, 0.259859 
353.000000, 0.429505 
354.000000, 0.198430 
355.000000, 0.086332 
356.000000, 1.479736 
357.000000, 0.739876 
358.000000, 1.002345 
359.000000, 7.616037 
360.000000, 16.790326 
