# stacked metamaterial geometry 
# f [Hz], L [0.001 m]
# Unitcell size lx, ly, lz = 20, 20, 299.792 at center position x = 0 y = 0 z = 0
# Definition of material properties: 
#name = FR4,Epsilon = 4.4,tand = 0.02,f0 = 5000000000,type = const,
#name = copper,type = const,EpsilonPlasmaFrequency = 250000000000000,EpsilonRelaxTime = 1.6e-13,Kappa = 56000000,
#name = copperRings,EpsilonPlasmaFrequency = 250000000000000,EpsilonRelaxTime = 1.6e-13,Kappa = 56000000,type = const,
#name = air,type = const,Epsilon = 1,
## layer number 1:
# rect patch made of copper lx, ly, lz = 20, 20, 0.5 at center position x = 0 y = 0 z = -0.25
# layer number 2:
# rect patch made of FR4 lx, ly, lz = 20, 20, 2 at center position x = 0 y = 0 z = -1.5
# layer number 3:
# circular rings made of copperRings at center position x = 0 y = 0 z = -2.525
# radius R1, R2=9.8, 5.1 ringwidths w1, w2=0.8, 0.5, background material air
# Re/Im parts of the scattering parameters S11 (refl.) and S21 (transm.) as a function of frequency 
# first column is frequency, second column is S11
# Parameters of Metamaterial are: 
1000000000.000000, 0.410114, -0.911291, 0.000000, -0.000000 
1010005265.929437, 0.311476, -0.949630, 0.000000, -0.000000 
1020010531.858873, 0.209274, -0.977326, -0.000000, -0.000000 
1030015797.788310, 0.104659, -0.994028, -0.000000, -0.000000 
1040021063.717746, -0.001169, -0.999514, -0.000000, -0.000000 
1050026329.647183, -0.106981, -0.993709, -0.000000, 0.000000 
1060031595.576619, -0.211542, -0.976690, -0.000000, 0.000000 
1070036861.506056, -0.313648, -0.948687, -0.000000, 0.000000 
1080042127.435492, -0.412151, -0.910066, 0.000000, 0.000000 
1090047393.364929, -0.505977, -0.861307, 0.000000, 0.000000 
1100052659.294365, -0.594126, -0.802977, 0.000000, -0.000000 
1110057925.223802, -0.675670, -0.735711, 0.000000, -0.000000 
1120063191.153239, -0.749731, -0.660211, 0.000000, -0.000000 
1130068457.082675, -0.815478, -0.577254, -0.000000, -0.000000 
1140073723.012112, -0.872128, -0.487713, -0.000000, -0.000000 
1150078988.941548, -0.918971, -0.392570, -0.000000, -0.000000 
1160084254.870985, -0.955406, -0.292920, -0.000000, 0.000000 
1170089520.800421, -0.980978, -0.189951, -0.000000, 0.000000 
1180094786.729858, -0.995402, -0.084904, -0.000000, 0.000000 
1190100052.659294, -0.998575, 0.020976, 0.000000, 0.000000 
1200105318.588731, -0.990547, 0.126482, 0.000000, 0.000000 
1210110584.518167, -0.971491, 0.230471, 0.000000, -0.000000 
1220115850.447604, -0.941660, 0.331860, 0.000000, -0.000000 
1230121116.377041, -0.901366, 0.429609, 0.000000, -0.000000 
1240126382.306477, -0.850980, 0.522685, -0.000000, -0.000000 
1250131648.235914, -0.790957, 0.610044, -0.000000, -0.000000 
1260136914.165350, -0.721876, 0.690637, -0.000000, 0.000000 
1270142180.094787, -0.644477, 0.763444, -0.000000, 0.000000 
1280147446.024223, -0.559668, 0.827527, -0.000000, 0.000000 
1290152711.953660, -0.468509, 0.882091, 0.000000, 0.000000 
1300157977.883096, -0.372154, 0.926526, 0.000000, 0.000000 
1310163243.812533, -0.271791, 0.960417, 0.000000, 0.000000 
1320168509.741970, -0.168582, 0.983513, 0.000000, -0.000000 
1330173775.671406, -0.063630, 0.995682, 0.000000, -0.000000 
1340179041.600842, 0.042010, 0.996855, 0.000000, -0.000000 
1350184307.530279, 0.147297, 0.986996, -0.000000, -0.000000 
1360189573.459716, 0.251156, 0.966103, -0.000000, -0.000000 
1370194839.389152, 0.352441, 0.934250, -0.000000, 0.000000 
1380200105.318589, 0.449931, 0.891644, -0.000000, 0.000000 
1390205371.248025, 0.542372, 0.838685, -0.000000, 0.000000 
1400210637.177462, 0.628546, 0.775997, 0.000000, 0.000000 
1410215903.106898, 0.707349, 0.704412, 0.000000, 0.000000 
1420221169.036335, 0.777861, 0.624917, 0.000000, 0.000000 
1430226434.965771, 0.839366, 0.538574, 0.000000, -0.000000 
1440231700.895208, 0.891333, 0.446443, 0.000000, -0.000000 
1450236966.824645, 0.933363, 0.349535, -0.000000, -0.000000 
1460242232.754081, 0.965117, 0.248809, -0.000000, -0.000000 
1470247498.683518, 0.986265, 0.145206, -0.000000, -0.000000 
1480252764.612954, 0.996478, 0.039712, -0.000000, 0.000000 
1490258030.542391, 0.995454, -0.066581, -0.000000, 0.000000 
1500263296.471827, 0.982986, -0.172448, -0.000000, 0.000000 
1510268562.401264, 0.959046, -0.276550, 0.000000, 0.000000 
1520273828.330700, 0.923842, -0.377492, 0.000000, 0.000000 
1530279094.260137, 0.877841, -0.473918, 0.000000, -0.000000 
1540284360.189574, 0.821741, -0.564597, 0.000000, -0.000000 
1550289626.119010, 0.756399, -0.648489, 0.000000, -0.000000 
1560294892.048447, 0.682745, -0.724759, -0.000000, -0.000000 
1570300157.977883, 0.601703, -0.792746, -0.000000, -0.000000 
1580305423.907320, 0.514144, -0.851900, -0.000000, -0.000000 
1590310689.836756, 0.420892, -0.901707, -0.000000, 0.000000 
1600315955.766193, 0.322769, -0.941638, -0.000000, 0.000000 
1610321221.695629, 0.220663, -0.971130, 0.000000, 0.000000 
1620326487.625066, 0.115601, -0.989628, 0.000000, 0.000000 
1630331753.554502, 0.008782, -0.996652, 0.000000, 0.000000 
1640337019.483939, -0.098427, -0.991895, 0.000000, -0.000000 
1650342285.413375, -0.204553, -0.975293, 0.000000, -0.000000 
1660347551.342812, -0.308108, -0.947072, 0.000000, -0.000000 
1670352817.272249, -0.407696, -0.907735, -0.000000, -0.000000 
